date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:33	168709/168709	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2007:56:33%20GMT	https://online.ayp.vn/leadyourcareer1	C:/My%20Web%20Sites/HCTP.com/online.ayp.vn/leadyourcareer1.html	(from )
14:56:33	22/22	---M--	200	added ('OK')	text/plain	date:Fri,%2015%20Jul%202022%2007:56:34%20GMT	https://online.ayp.vn/robots.txt		(from )
14:56:34	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2007:56:34%20GMT	https://static.ladipage.net/5e4127b38fd5ba4436241276/40105717_1853969321306476_1148534848349011968_o-min-20200217155907.png	C:/My%20Web%20Sites/HCTP.com/static.ladipage.net/5e4127b38fd5ba4436241276/40105717_1853969321306476_1148534848349011968_o-min-20200217155907.1.delayed	(from https://online.ayp.vn/leadyourcareer1)
14:56:35	140471/140471	---M--	200	added ('OK')	image/png	etag:%2261e12085-224b7%22	https://w.ladicdn.com:443/5e4127b38fd5ba4436241276/40105717_1853969321306476_1148534848349011968_o-min-20200217155907.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com_443/5e4127b38fd5ba4436241276/40105717_1853969321306476_1148534848349011968_o-min-20200217155907.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:35	340028/340028	---MCZ	200	added ('OK')	text/javascript	etag:W/%2262beb518-5303c%22	https://w.ladicdn.com/v2/source/ladipage.vi.min.js?v=1656664978045	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/v2/source/ladipage.vi.minc647.js	(from https://online.ayp.vn/leadyourcareer1)
14:56:36	102909/102909	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2007:56:36%20GMT	https://w.ladicdn.com/s550x400/5e4127b38fd5ba4436241276/40105717_1853969321306476_1148534848349011968_o-min-20200217155907.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s550x400/5e4127b38fd5ba4436241276/40105717_1853969321306476_1148534848349011968_o-min-20200217155907.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:36	7125/7125	---M--	200	added ('OK')	image/png	etag:%2261e1142f-1bd5%22	https://w.ladicdn.com/s450x450/5e4127b38fd5ba4436241276/zoom_logo_0-20200327015836.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s450x450/5e4127b38fd5ba4436241276/zoom_logo_0-20200327015836.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:36	11072/11072	---M--	200	added ('OK')	image/png	etag:%2261e155ef-2b40%22	https://w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/icon-3-cad-20201205043135.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/icon-3-cad-20201205043135.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:36	6212/6212	---M--	200	added ('OK')	image/png	etag:%2261e155ef-1844%22	https://w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/icon-dong-ho-20201205042811.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/icon-dong-ho-20201205042811.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:37	265349/265349	---M--	200	added ('OK')	image/png	etag:%2261e1142a-40c85%22	https://w.ladicdn.com/s1500x900/5e4127b38fd5ba4436241276/3-20211111174430.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s1500x900/5e4127b38fd5ba4436241276/3-20211111174430.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:37	25324/25324	---M--	200	added ('OK')	image/png	etag:%2261e1142d-62ec%22	https://w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/160px-dai_hoc_tai_chinh_-_marketing-20200228032858.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/160px-dai_hoc_tai_chinh_-_marketing-20200228032858.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:37	341422/341422	---M--	200	added ('OK')	image/png	etag:%2261e1142d-535ae%22	https://w.ladicdn.com/s650x650/5e4127b38fd5ba4436241276/anh-tri-20201124061653.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s650x650/5e4127b38fd5ba4436241276/anh-tri-20201124061653.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:37	63683/63683	---M--	200	added ('OK')	image/png	etag:%2261e1142c-f8c3%22	https://w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/dai_hoc_ngan_hang_thanh_pho_ho_chi_minh-20200228041230.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/dai_hoc_ngan_hang_thanh_pho_ho_chi_minh-20200228041230.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:37	24555/24555	---M--	200	added ('OK')	image/jpeg	etag:%2261e1142b-5feb%22	https://w.ladicdn.com/s450x400/5e4127b38fd5ba4436241276/trung-tam-ngoai-ngu-tin-hoc-huflit-0-ieqgij-20200228031454.jpg	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s450x400/5e4127b38fd5ba4436241276/trung-tam-ngoai-ngu-tin-hoc-huflit-0-ieqgij-20200228031454.jpg	(from https://online.ayp.vn/leadyourcareer1)
14:56:37	24335/24335	---M--	200	added ('OK')	image/jpeg	etag:%2261e1142b-5f0f%22	https://w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/truong-dai-hoc-mo-tp-ho-chi-minh-cs-nguyen-kiem-0-smsran-20200228031542.jpg	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/truong-dai-hoc-mo-tp-ho-chi-minh-cs-nguyen-kiem-0-smsran-20200228031542.jpg	(from https://online.ayp.vn/leadyourcareer1)
14:56:38	18335/18335	---M--	200	added ('OK')	image/jpeg	etag:%2261e1142d-479f%22	https://w.ladicdn.com/s450x400/5e4127b38fd5ba4436241276/2-20200228030959.jpg	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s450x400/5e4127b38fd5ba4436241276/2-20200228030959.jpg	(from https://online.ayp.vn/leadyourcareer1)
14:56:39	62437/62437	---M--	200	added ('OK')	image/png	etag:%2261e11435-f3e5%22	https://w.ladicdn.com/s450x400/5e4127b38fd5ba4436241276/c797c1776485d2998990ae4094c998a9-20200228030959.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s450x400/5e4127b38fd5ba4436241276/c797c1776485d2998990ae4094c998a9-20200228030959.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:39	40220/40220	---M--	200	added ('OK')	image/png	etag:%2261e11435-9d1c%22	https://w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/logoiuh-20200228031451.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s400x400/5e4127b38fd5ba4436241276/logoiuh-20200228031451.png	(from https://online.ayp.vn/leadyourcareer1)
14:56:39	12502/12502	---M--	200	added ('OK')	image/png	etag:%2261e1142b-30d6%22	https://w.ladicdn.com/s450x450/5e4127b38fd5ba4436241276/9-1-140x140-20200228040838.png	C:/My%20Web%20Sites/HCTP.com/w.ladicdn.com/s450x450/5e4127b38fd5ba4436241276/9-1-140x140-20200228040838.png	(from https://online.ayp.vn/leadyourcareer1)
